ve_ref,value,tags
1.523.t3,δέ,
1.523.t4,κε,
1.523.t5,ταῦτα,Nom1.
1.523.t6,μελήσεται,
1.523.t7,ὄφρα,
1.523.t8,τελέσσω,Aor12.;Subj.
1.524.t1,εἰ,
1.524.t2,δ',
1.524.t3,ἄγε,
1.524.t4,τοι,Dat1.
1.524.t5,κεφαλῇ,Dat8.
1.524.t6,κατανεύσομαι,
1.524.t7,ὄφρα,
1.524.t8,πεποίθῃς,
1.525.t1,τοῦτο,Nom1.
1.525.t2,γὰρ,
1.525.t3,ἐξ,Prep1.
1.525.t4,ἐμέθεν,GBP.
1.525.t5,γε,
1.525.t6,μετ',Prep3.
1.525.t7,ἀθανάτοισι,GBP.
1.525.t8,μέγιστον,Agr.
1.526.t1,τέκμωρ,Nom1.
1.526.t2,οὐ,
1.526.t3,γὰρ,
1.526.t4,ἐμὸν,
1.526.t5,παλινάγρετον,
1.526.t6,οὐ,
1.526.t7,ἀπατηλὸν,
1.527.t1,οὐ,
1.527.t2,ἀτελεύτητον,
1.527.t3,ὅ,Acc1.
1.527.t4,τί,Agr.
1.527.t5,κεν,
1.527.t6,κεφαλῇ,Dat8.
1.527.t7,κατανεύσω,Aor12.;Subj.
1.528.t1,ἦ,Impf1.
1.528.t2,καὶ,
1.528.t3,κυανέῃσιν,Agr.
1.528.t4,ἐπ',Prep1.
1.528.t5,ὀφρύσι,GBP.
1.528.t6,νεῦσε,
1.528.t7,Κρονίων,Nom1.
1.529.t1,ἀμβρόσιαι,Agr.
1.529.t2,δ',
1.529.t3,ἄρα,
1.529.t4,χαῖται,Nom1.
1.529.t5,ἐπερρώσαντο,
1.529.t6,ἄνακτος,Gen1.
1.530.t1,κρατὸς,GBP.
1.530.t2,ἀπ',Prep3.
1.530.t3,ἀθανάτοιο,Agr.
1.530.t4,μέγαν,Agr.
1.530.t5,δ',
1.530.t6,ἐλέλιξεν,
1.530.t7,Ὄλυμπον,Acc1.
1.531.t1,τώ,Nom1.
1.531.t2,γ',
1.531.t3,ὣς,
1.531.t4,βουλεύσαντε,
1.531.t5,διέτμαγεν,
1.531.t6,ἣ,Nom1.
1.531.t7,μὲν,
1.531.t8,ἔπειτα,
1.532.t1,εἰς,Prep3.
1.532.t2,ἅλα,GBP.
1.532.t3,ἆλτο,
1.532.t4,βαθεῖαν,Agr.
1.532.t5,ἀπ',Prep3.
1.532.t6,αἰγλήεντος,Agr.
1.532.t7,Ὀλύμπου,GBP.
1.533.t1,Ζεὺς,Nom1.
1.533.t2,δὲ,
1.533.t3,ἑὸν,Agr.
1.533.t4,πρὸς,Prep3.
1.533.t5,δῶμα,GBP.
1.533.t6,θεοὶ,Nom1.
1.533.t7,δ',
1.533.t8,ἅμα,
1.533.t9,πάντες,Agr.
1.533.t10,ἀνέσταν,
1.534.t1,ἐξ,Prep3.
1.534.t2,ἑδέων,GBP.
1.534.t3,σφοῦ,Agr.
1.534.t4,πατρὸς,GBP.
1.534.t5,ἐναντίον,Prep3.
1.534.t6,οὐ,
1.534.t7,τις,Nom1.
1.534.t8,ἔτλη,Impf1.
1.535.t1,μεῖναι,
1.535.t2,ἐπερχόμενον,
1.535.t3,ἀλλ',
1.535.t4,ἀντίοι,
1.535.t5,ἔσταν,
1.535.t6,ἅπαντες,Nom1.
1.536.t1,ὣς,
1.536.t2,ὃ,Nom1.
1.536.t3,μὲν,
1.536.t4,ἔνθα,
1.536.t5,καθέζετ',
1.536.t6,ἐπὶ,Prep3.
1.536.t7,θρόνου,GBP.
1.536.t8,οὐ,
1.536.t9,μιν,Acc1.
1.536.t10,Ἥρη,Nom1.
1.537.t1,ἠγνοίησεν,
1.537.t2,ἰδοῦσ',
1.537.t3,ὅτι,
1.537.t4,οἱ,Dat1.
1.537.t5,συμφράσσατο,
1.537.t6,βουλὰς,Acc1.
1.538.t1,ἀργυρόπεζα,Agr.
1.538.t2,Θέτις,Nom1.
1.538.t3,θυγάτηρ,Agr.
1.538.t4,ἁλίοιο,Agr.
1.538.t5,γέροντος,Gen1.
1.539.t1,αὐτίκα,
1.539.t2,κερτομίοισι,Dat7.
1.539.t3,Δία,Acc1.
1.539.t4,Κρονίωνα,Agr.
1.539.t5,προσηύδα,Impf1.
1.540.t1,τίς,Nom1.
1.540.t2,δ',
1.540.t3,αὖ,
1.540.t4,τοι,Dat1.
1.540.t5,δολομῆτα,Voc1.
1.540.t6,θεῶν,Gen2.
1.540.t7,συμφράσσατο,
1.540.t8,βουλάς,Acc1.
1.541.t1,αἰεί,
1.541.t2,τοι,Dat14.
1.541.t3,φίλον,Nom2.
1.541.t4,ἐστὶν,
1.541.t5,ἐμεῦ,GBP.
1.541.t6,ἀπὸ,Prep3.
1.541.t7,νόσφιν,
1.541.t8,ἐόντα,
1.542.t1,κρυπτάδια,
1.542.t2,φρονέοντα,
1.542.t3,δικαζέμεν,
1.542.t4,οὐ,
1.542.t5,τί,
1.542.t6,πώ,
1.542.t7,μοι,Dat1.
1.543.t1,πρόφρων,Agr.
1.543.t2,τέτληκας,
1.543.t3,εἰπεῖν,
1.543.t4,ἔπος,Acc1.
1.543.t5,ὅττι,Agr.
1.543.t6,νοήσῃς,Aor12.;Subj.
1.544.t1,τὴν,Acc1.
1.544.t2,δ',
1.544.t3,ἠμείβετ',Impf1.;Mid6.
1.544.t4,ἔπειτα,
1.544.t5,πατὴρ,Nom1.
1.544.t6,ἀνδρῶν,Gen1.
1.544.t7,τε,
1.544.t8,θεῶν,Gen1.
1.544.t9,τε,
1.545.t1,Ἥρη,
1.545.t2,μὴ,
1.545.t3,δὴ,
1.545.t4,πάντας,Agr.
1.545.t5,ἐμοὺς,Agr.
1.545.t6,ἐπιέλπεο,
1.545.t7,μύθους,Acc1.
1.546.t1,εἰδήσειν,
1.546.t2,χαλεποί,
1.546.t3,τοι,Dat14.
1.546.t4,ἔσοντ',
1.546.t5,ἀλόχῳ,Agr.
1.546.t6,περ,
1.546.t7,ἐούσῃ,Agr.
1.547.t1,ἀλλ',
1.547.t2,ὃν,Acc1.
1.547.t3,μέν,
1.547.t4,κ',
1.547.t5,ἐπιεικὲς,Nom2.
1.547.t6,ἀκουέμεν,
1.547.t7,οὔ,
1.547.t8,τις,Nom1.
1.547.t9,ἔπειτα,
1.548.t1,οὔ,
1.548.t2,θεῶν,Gen2.
1.548.t3,πρότερος,
1.548.t4,τὸν,Acc1.
1.548.t5,εἴσεται,
1.548.t6,οὔ,
1.548.t7,ἀνθρώπων,Gen2.
1.549.t1,ὃν,Acc1.
1.549.t2,δέ,
1.549.t3,κ',
1.549.t4,ἐγὼν,Nom1.
1.549.t5,ἀπάνευθε,Prep3.
1.549.t6,θεῶν,
1.549.t7,ἐθέλωμι,
1.549.t8,νοῆσαι,
1.550.t1,μή,
1.550.t2,τι,
1.550.t3,σὺ,
1.550.t4,ταῦτα,Acc1.
1.550.t5,ἕκαστα,Agr.
1.550.t6,διείρεο,
1.550.t7,μη,
1.550.t8,μετάλλα,
1.551.t1,τὸν,Acc1.
1.551.t2,δ',
1.551.t3,ἠμείβετ',Impf1.;Mid6.
1.551.t4,ἔπειτα,
1.551.t5,βοῶπις,Agr.
1.551.t6,πότνια,Agr.
1.551.t7,Ἥρη,Nom1.
1.552.t1,αἰνότατε,
1.552.t2,Κρονίδη,
1.552.t3,ποῖον,Agr.
1.552.t4,τὸν,Agr.
1.552.t5,μῦθον,Acc1.
1.552.t6,ἔειπες,
1.553.t1,καὶ,
1.553.t2,λίην,
1.553.t3,σε,Acc1.
1.553.t4,πάρος,
1.553.t5,γ',
1.553.t6,οὔ,
1.553.t7,εἴρομαι,
1.553.t8,οὔ,
1.553.t9,μεταλλῶ,
1.554.t1,ἀλλὰ,
1.554.t2,μάλ',
1.554.t3,εὔκηλος,Agr..
1.554.t4,τὰ,Acc1.
1.554.t5,φράζεαι,
1.554.t6,ἅσσ',Acc1.
1.554.t7,ἐθέλῃσθα,
1.555.t1,νῦν,
1.555.t2,δ',
1.555.t3,αἰνῶς,
1.555.t4,δείδοικα,
1.555.t5,κατὰ,Prep3.
1.555.t6,φρένα,GBP.
1.555.t7,μή,
1.555.t8,σε,Acc1.
1.555.t9,παρείπῃ,Aor12.;Subj.
1.556.t1,ἀργυρόπεζα,Agr.
1.556.t2,Θέτις,Nom1.
1.556.t3,θυγάτηρ,Agr.
1.556.t4,ἁλίοιο,Agr.
1.556.t5,γέροντος,Gen1.
1.557.t1,ἠερίη,
1.557.t2,γὰρ,
1.557.t3,σοί,Dat1.
1.557.t4,γε,
1.557.t5,παρέζετο,
1.557.t6,καὶ,
1.557.t7,λάβε,
1.557.t8,γούνων,Gen10.
1.558.t1,τῇ,Dat1.
1.558.t2,σ',
1.558.t3,ὀΐω,
1.558.t4,κατανεῦσαι,
1.558.t5,ἐτήτυμον,Acc8.
1.558.t6,ὡς,
1.558.t7,Ἀχιλῆα,Acc1.
1.559.t1,τιμήσῃς,Aor12.;Subj.
1.559.t2,ὀλέσῃς,Aor12.;Subj.
1.559.t3,δὲ,
1.559.t4,πολέας,Acc1.
1.559.t5,ἐπὶ,Prep3.
1.559.t6,νηυσὶν,GBP.
1.559.t7,Ἀχαιῶν,Gen1.
1.560.t1,τὴν,Acc1.
1.560.t2,δ',
1.560.t3,ἀπαμειβόμενος,
1.560.t4,προσέφη,Impf1.
1.560.t5,νεφεληγερέτα,Agr.
1.560.t6,Ζεύς,Nom1.
1.561.t1,δαιμονίη,
1.561.t2,αἰεὶ,
1.561.t3,μὲν,
1.561.t4,ὀΐεαι,
1.561.t5,οὐ,
1.561.t6,σε,
1.561.t7,λήθω,
1.562.t1,πρῆξαι,
1.562.t2,δ',
1.562.t3,ἔμπης,
1.562.t4,οὔ,
1.562.t5,τι,Acc1.
1.562.t6,δυνήσεαι,
1.562.t7,ἀλλ',
1.562.t8,ἀπὸ,Prep3.
1.562.t9,θυμοῦ,GBP.
1.563.t1,μᾶλλον,
1.563.t2,ἐμοὶ,Agr.
1.563.t3,ἔσεαι,
1.563.t4,τὸ,Nom1.
1.563.t5,δέ,
1.563.t6,τοι,Dat14.
1.563.t7,καὶ,
1.563.t8,ῥίγιον,
1.563.t9,ἔσται,
1.564.t1,εἰ,
1.564.t2,δ',
1.564.t3,οὕτω,
1.564.t4,τοῦτ',Nom1.
1.564.t5,ἐστὶν,
1.564.t6,ἐμοὶ,Dat14.
1.564.t7,μέλλει,
1.564.t8,φίλον,Nom2.
1.564.t9,εἶναι,
1.565.t1,ἀλλ',
1.565.t2,ἀκέουσα,Agr..
1.565.t3,κάθησο,
1.565.t4,ἐμῷ,Agr.
1.565.t5,δ',
1.565.t6,ἐπιπείθεο,
1.565.t7,μύθῳ,Dat1.
1.566.t1,μή,
1.566.t2,νύ,
1.566.t3,τοι,Dat1.
1.566.t4,οὐ,
1.566.t5,χραίσμωσιν,
1.566.t6,ὅσοι,Agr.
1.566.t7,θεοί,Nom1.
1.566.t8,εἰσ',
1.566.t9,ἐν,Prep3.
1.566.t10,Ὀλύμπῳ,GBP.
1.567.t1,ἆσσον,
1.567.t2,ἰόνθ',
1.567.t3,ὅτε,
1.567.t4,κέν,
1.567.t5,τοι,Dat1.
1.567.t6,ἀάπτους,Agr.
1.567.t7,χεῖρας,Acc1.
1.567.t8,ἐφείω,Aor12.;Subj.
1.568.t1,ὣς,
1.568.t2,ἔφατ',Imperf.;Mid.
1.568.t3,ἔδεισεν,
1.568.t4,δὲ,
1.568.t5,βοῶπις,Agr.
1.568.t6,πότνια,Agr.
1.568.t7,Ἥρη,Nom1.
1.569.t1,καί,
1.569.t2,ῥ',
1.569.t3,ἀκέουσα,Agr.
1.569.t4,καθῆστο,Pluperf.
1.569.t5,ἐπιγνάμψασα,
1.569.t6,φίλον,Agr.
1.569.t7,κῆρ,Acc1.
1.570.t1,ὄχθησαν,
1.570.t2,δ',
1.570.t3,ἀνὰ,Prep3.
1.570.t4,δῶμα,GBP.
1.570.t5,Διὸς,Gen1.
1.570.t6,θεοὶ,Nom1.
1.570.t7,Οὐρανίωνες,Agr.
1.571.t1,τοῖσιν,Dat12.
1.571.t2,δ',
1.571.t3,Ἥφαιστος,Nom1.
1.571.t4,κλυτοτέχνης,Agr.
1.571.t5,ἦρχ',Impf1.
1.571.t6,ἀγορεύειν,
1.572.t1,μητρὶ,Dat1.
1.572.t2,φίλῃ,Agr.
1.572.t3,ἐπίηρα,Acc1.
1.572.t4,φέρων,
1.572.t5,λευκωλένῳ,Agr.
1.572.t6,Ἥρῃ,Agr.
1.573.t1,ἦ,
1.573.t2,δὴ,
1.573.t3,λοίγια,Nom2.
1.573.t4,ἔργα,Nom1.
1.573.t5,τάδ',Agr.
1.573.t6,ἔσσεται,
1.573.t7,οὐ,
1.573.t8,ἔτ',
1.573.t9,ἀνεκτά,Agr..
1.574.t1,εἰ,
1.574.t2,δὴ,
1.574.t3,σφὼ,
1.574.t4,ἕνεκα,Prep1.
1.574.t5,θνητῶν,GBP.
1.574.t6,ἐριδαίνετον,
1.574.t7,ὧδε,
1.575.t1,ἐν,Prep3.
1.575.t2,δὲ,
1.575.t3,θεοῖσι,GBP.
1.575.t4,κολῳὸν,Acc1.
1.575.t5,ἐλαύνετον,
1.575.t6,οὐ,
1.575.t7,τι,
1.575.t8,δαιτὸς,
1.576.t1,ἐσθλῆς,
1.576.t2,ἔσσεται,
1.576.t3,ἦδος,Nom1.
1.576.t4,ἐπεὶ,
1.576.t5,τὰ,Agr.
1.576.t6,χερείονα,Nom1.
1.576.t7,νικᾷ,
1.577.t1,μητρὶ,Dat1.
1.577.t2,δ',
1.577.t3,ἐγὼ,Nom1.
1.577.t4,παράφημι,
1.577.t5,καὶ,
1.577.t6,αὐτῇ,Agr.
1.577.t7,περ,
1.577.t8,νοεούσῃ,Agr.
1.578.t1,πατρὶ,Dat1.
1.578.t2,φίλῳ,Agr.
1.578.t3,ἐπίηρα,Acc1.
1.578.t4,φέρειν,
1.578.t5,Διί,Dat1.
1.578.t6,ὄφρα,
1.578.t7,μὴ,
1.578.t8,αὖτε,
1.579.t1,νεικείῃσι,
1.579.t2,πατήρ,Nom1.
1.579.t3,σὺν,
1.579.t4,δ',
1.579.t5,ἡμῖν,Dat2.
1.579.t6,δαῖτα,Acc1.
1.579.t7,ταράξῃ,
1.580.t1,εἴ,
1.580.t2,περ,
1.580.t3,γάρ,
1.580.t4,κ',
1.580.t5,ἐθέλῃσιν,
1.580.t6,Ὀλύμπιος,Agr.
1.580.t7,ἀστεροπητὴς,Nom1.
1.581.t1,ἐξ,Prep3.
1.581.t2,ἑδέων,GBP.
1.581.t3,στυφελίξαι,
1.581.t4,ὃ,Nom1.
1.581.t5,γὰρ,
1.581.t6,πολὺ,Acc8.
1.581.t7,φέρτατός,Nom2.
1.581.t8,ἐστιν,
1.582.t1,ἀλλὰ,
1.582.t2,σὺ,
1.582.t3,τὸν,Acc1.
1.582.t4,ἐπέεσσι,Dat8.
1.582.t5,καθάπτεσθαι,Inf6.
1.582.t6,μαλακοῖσιν,Agr.
1.583.t1,αὐτίκ',
1.583.t2,ἔπειθ',
1.583.t3,ἵλαος,Agr.
1.583.t4,Ὀλύμπιος,Nom1.
1.583.t5,ἔσσεται,
1.583.t6,ἡμῖν,Dat1.
1.584.t1,ὣς,
1.584.t2,ἄρ',
1.584.t3,ἔφη,Impf1.
1.584.t4,καὶ,
1.584.t5,ἀναΐξας,
1.584.t6,δέπας,Acc1.
1.584.t7,ἀμφικύπελλον,Agr.
1.585.t1,μητρὶ,Dat1.
1.585.t2,φίλῃ,Agr.
1.585.t3,ἐν,Prep3.
1.585.t4,χειρὶ,GBP.
1.585.t5,τίθει,
1.585.t6,καί,
1.585.t7,μιν,Acc1.
1.585.t8,προσέειπε,
1.586.t1,τέτλαθι,
1.586.t2,μῆτερ,
1.586.t3,ἐμή,
1.586.t4,καὶ,
1.586.t5,ἀνάσχεο,
1.586.t6,κηδομένη,
1.586.t7,περ,
1.587.t1,μή,
1.587.t2,σε,
1.587.t3,φίλην,Acc10.
1.587.t4,περ,
1.587.t5,ἐοῦσαν,
1.587.t6,ἐν,Prep3.
1.587.t7,ὀφθαλμοῖσιν,GBP.
1.587.t8,ἴδωμαι,
1.588.t1,θεινομένην,Acc1.
1.588.t2,τότε,
1.588.t3,δ',
1.588.t4,οὔ,
1.588.t5,τι,
1.588.t6,δυνήσομαι,
1.588.t7,ἀχνύμενός,
1.588.t8,περ,
1.589.t1,χραισμεῖν,
1.589.t2,ἀργαλέος,Nom2.
1.589.t3,γὰρ,
1.589.t4,Ὀλύμπιος,Nom1.
1.589.t5,ἀντιφέρεσθαι,
1.590.t1,ἤδη,
1.590.t2,γάρ,
1.590.t3,με,Acc1.
1.590.t4,καὶ,
1.590.t5,ἄλλοτ',
1.590.t6,ἀλεξέμεναι,
1.590.t7,μεμαῶτα,
1.591.t1,ῥῖψε,
1.591.t2,ποδὸς,
1.591.t3,τεταγὼν,
1.591.t4,ἀπὸ,Prep3.
1.591.t5,βηλοῦ,GBP.
1.591.t6,θεσπεσίοιο,
1.592.t1,πᾶν,Agr.
1.592.t2,δ',
1.592.t3,ἦμαρ,Acc5.
1.592.t4,φερόμην,
1.592.t5,ἅμα,Prep2.
1.592.t6,δ',
1.592.t7,ἠελίῳ,GBP.
1.592.t8,καταδύντι,Agr.
1.593.t1,κάππεσον,
1.593.t2,ἐν,Prep3.
1.593.t3,Λήμνῳ,GBP.
1.593.t4,ὀλίγος,Agr.
1.593.t5,δ',
1.593.t6,ἔτι,
1.593.t7,θυμὸς,Nom1.
1.593.t8,ἐνῆεν,Impf1.
1.594.t1,ἔνθά,
1.594.t2,με,Acc1.
1.594.t3,Σίντιες,Agr.
1.594.t4,ἄνδρες,Nom1.
1.594.t5,ἄφαρ,
1.594.t6,κομίσαντο,
1.594.t7,πεσόντα,Agr.
1.595.t1,ὣς,
1.595.t2,φάτο,
1.595.t3,μείδησεν,
1.595.t4,δὲ,
1.595.t5,θεὰ,Agr.
1.595.t6,λευκώλενος,Agr.
1.595.t7,Ἥρη,Nom1.
1.596.t1,μειδήσασα,
1.596.t2,δὲ,
1.596.t3,παιδὸς,
1.596.t4,ἐδέξατο,
1.596.t5,χειρὶ,Dat8.
1.596.t6,κύπελλον,Acc1.
1.597.t1,αὐτὰρ,
1.597.t2,ὃ,Nom1.
1.597.t3,τοῖς,Agr.
1.597.t4,ἄλλοισι,Agr.
1.597.t5,θεοῖς,Dat1.
1.597.t6,ἐνδέξια,Acc8.
1.597.t7,πᾶσιν,Agr.
1.598.t1,οἰνοχόει,Impf1.
1.598.t2,γλυκὺ,Agr.
1.598.t3,νέκταρ,Acc1.
1.598.t4,ἀπὸ,Prep3.
1.598.t5,κρητῆρος,GBP.
1.598.t6,ἀφύσσων,
1.599.t1,ἄσβεστος,Agr.
1.599.t2,δ',
1.599.t3,ἄρ',
1.599.t4,ἐνῶρτο,
1.599.t5,γέλως,Nom1.
1.599.t6,μακάρεσσι,Agr.
1.599.t7,θεοῖσιν,Dat2.
1.600.t1,ὡς,
1.600.t2,ἴδον,
1.600.t3,Ἥφαιστον,Acc1.
1.600.t4,διὰ,Prep3.
1.600.t5,δώματα,GBP.
1.600.t6,ποιπνύοντα,Agr.
1.601.t1,ὣς,
1.601.t2,τότε,
1.601.t3,μὲν,
1.601.t4,πρόπαν,Agr.
1.601.t5,ἦμαρ,Acc5.
1.601.t6,ἐς,Prep7.
1.601.t7,ἠέλιον,GBP.
1.601.t8,καταδύντα,Agr.
1.602.t1,δαίνυντ',
1.602.t2,οὐ,
1.602.t3,τι,
1.602.t4,θυμὸς,Nom1.
1.602.t5,ἐδεύετο,
1.602.t6,δαιτὸς,Gen10.
1.602.t7,ἐΐσης,Agr.
1.603.t1,οὐ,
1.603.t2,μὲν,
1.603.t3,φόρμιγγος,Gen10.
1.603.t4,περικαλλέος,Agr.
1.603.t5,ἣν,Acc1.
1.603.t6,ἔχ',Impf1.
1.603.t7,Ἀπόλλων,Nom1.
1.604.t1,Μουσάων,Gen10.
1.604.t2,θ',
1.604.t3,αἳ,Nom1.
1.604.t4,ἄειδον,Impf1.
1.604.t5,ἀμειβόμεναι,
1.604.t6,ὀπὶ,Dat8.
1.604.t7,καλῇ,Agr.
1.605.t1,αὐτὰρ,
1.605.t2,ἐπεὶ,
1.605.t3,κατέδυ,
1.605.t4,λαμπρὸν,Agr.
1.605.t5,φάος,Nom1.
1.605.t6,ἠελίοιο,Gen4.
1.606.t1,οἳ,Nom1.
1.606.t2,μὲν,
1.606.t3,κακκείοντες,
1.606.t4,ἔβαν,
1.606.t5,οἶκον,Acc7.
1.606.t6,δὲ,
1.606.t7,ἕκαστος,
1.607.t1,ἧχι,
1.607.t2,ἑκάστῳ,Dat3.
1.607.t3,δῶμα,Acc1.
1.607.t4,περικλυτὸς,Agr.
1.607.t5,ἀμφιγυήεις,Agr.
1.608.t1,Ἥφαιστος,Nom1.
1.608.t2,ποίησεν,
1.608.t3,ἰδυίῃσι,
1.608.t4,πραπίδεσσι,Dat8.
1.609.t1,Ζεὺς,Nom1.
1.609.t2,δὲ,
1.609.t3,πρὸς,Prep3.
1.609.t4,ὃν,Agr.
1.609.t5,λέχος,GBP.
1.609.t6,ἤϊ',Impf1.
1.609.t7,Ὀλύμπιος,Nom1.
1.609.t8,ἀστεροπητής,Agr.
1.610.t1,ἔνθα,
1.610.t2,πάρος,
1.610.t3,κοιμᾶθ',
1.610.t4,ὅτε,
1.610.t5,μιν,Acc1.
1.610.t6,γλυκὺς,Agr.
1.610.t7,ὕπνος,Nom1.
1.610.t8,ἱκάνοι,
1.611.t1,ἔνθα,
1.611.t2,καθεῦδ',Impf1.
1.611.t3,ἀναβάς,
1.611.t4,παρὰ,
1.611.t5,δὲ,
1.611.t6,χρυσόθρονος,Agr.
1.611.t7,Ἥρη,Nom1.
