ve_ref,value,lemma,gloss (eng),tag
1748.t1,þinceð,þyncan,seem,pr3s
1748.t2,him,he,he,dsm
1748.t3,tō,to,too,indeclinable
1748.t4,lȳtel,lytel,little,nsn
1748.t5,þæt,þæt,what,asn
1748.t6,hē,he,he,nsm
1748.t7,lange,longe,long,indeclinable
1748.t8,"hēold,",healdan,hold,p3s
1749.t1,gȳtsað,gytsian,covet,pr3s
1749.t2,"gromhȳdig,",gram-hydig,angry-minded,nsm
1749.t3,nallas,nealles,not at all,indeclinable
1749.t4,on,on,in,indeclinable
1749.t5,gylp,gylp,boast (=honourably),as
1749.t6,seleð,sellan,give,pr3s
1750.t1,fǣtte,fæted,plated,apm
1750.t2,"bēagas,",beag,ring,ap
1750.t3,ond,ond,and,indeclinable
1750.t4,hē,he,he,nsm
1750.t5,þā,seo,the,asf
1750.t6,forðgesceaft,forð-gesceaft,future destiny,as
1751.t1,forgyteð,forgytan,forget,pr3s
1751.t2,ond,ond,and,indeclinable
1751.t3,"forġȳmeð,",forgyman,disregard,pr3s
1751.t4,þæs,þæs þe,because,indeclinable
1751.t5,þe,he,he,dsm
1751.t6,him,ær,before,indeclinable
1751.t7,ǣr,God,God,ns
1751.t8,God,sellan,give,p3s
1752.t1,wuldres,wuldor,glory,gs
1752.t2,"waldend,",wealdend,ruler,ns
1752.t3,weorðmynda,weorð-mynd,honour,gp
1752.t4,dǣl.,dæl,portion,as
1753.t1,Hit,hit,that,nsn
1753.t2,on,on,at,indeclinable
1753.t3,endestæf,ende-stæf,end,as
1753.t4,eft,eft,then,indeclinable
1753.t5,gelimpeð,gelimpan,happen,pr3s
1754.t1,þæt,þæt,that,indeclinable
1754.t2,se,se,the,nsm
1754.t3,līchoma,lic-homa,body,ns
1754.t4,lǣne,læne,transitory,nsm
1754.t5,"gedrēoseð,",gedreosan,decline,pr3s
1755.t1,fǣge,fæge,doomed,nsm
1755.t2,gefealleð;,gefeallan,fall,pr3s
1755.t3,fēhð,fon,seize,pr3s
1755.t4,ōþer,oþer,other,nsm
1755.t5,"tō,",to,thereto,indeclinable
1756.t1,sē,se,that,nsm
1756.t2,þe,þe,who,in
1756.t3,unmurnlīce,unmurnlice,recklessly,indeclinable
1756.t4,mādmas,maððum,treasure,ap
1756.t5,"dǣleþ,",dælan,distribute,pr3s
1757.t1,eorles,eorl,man,gs
1757.t2,"ǣrgestrēon,",ær-gestreon,ancient treasure,as
1757.t3,egesan,egesa,fear,gs
1757.t4,ne,ne,not,indeclinable
1757.t5,gȳmeð.,gyman,heed,pr3s
1758.t1,Bebeorh,bebeorgan,guard against,im2s
1758.t2,þē,þu,yourself,ds
1758.t3,ðone,se,that,asm
1758.t4,"bealonīð,",bealo-nið,pernicious evil,as
1758.t5,Bēowulf,Beowulf,Beowulf,ns
1758.t6,"lēofa,",leof,dear,nsm
1759.t1,secg,secg,man,ns
1759.t2,"betesta,",betst,best,nsms
1759.t3,ond,ond,and,indeclinable
1759.t4,þē,þu,you,ds
1759.t5,þæt,þæt,the,asn
1759.t6,sēlre,selra,better,asnc
1759.t7,"gecēos,",geceosan,choose,im2s
1760.t1,ēce,ece,eternal,apm
1760.t2,rǣdas;,ræd,benefit,ap
1760.t3,oferhȳda,oferhygd,arrogance,gp
1760.t4,ne,ne,not,indeclinable
1760.t5,"gȳm,",gyman,be intent on,im2s
1761.t1,mǣre,mære,famous,nsm
1761.t2,cempa.,cempa,warrior,ns
1761.t3,Nū,nu,now,indeclinable
1761.t4,is,beon,be,pr3s
1761.t5,þīnes,þin,your,gsn
1761.t6,mægnes,mægen,strength,gs
1761.t7,blǣd,blæd,glory,ns
1762.t1,āne,an,a,asf
1762.t2,hwīle;,hwil,while,as
1762.t3,eft,eft,then,indeclinable
1762.t4,sōna,sona,immediately,indeclinable
1762.t5,bið,beon,be,pr3s
1763.t1,þæt,þæt,that,indeclinable
1763.t2,þec,þu,you,as
1763.t3,ādl,adl,sickness,ns
1763.t4,oððe,oððe,or,indeclinable
1763.t5,ecg,ecg,blade,ns
1763.t6,eafoþes,eafoð,strength,gs
1763.t7,"getwǣfeð,",getwæfan,deprive,pr3s
1764.t1,oððe,oððe,or,indeclinable
1764.t2,fȳres,fyr,fire,gs
1764.t3,"feng,",feng,grip,ns
1764.t4,oððe,oððe,or,indeclinable
1764.t5,flōdes,flod,flood,gs
1764.t6,"wylm,",wylm,surge,ns
1765.t1,oððe,oððe,or,indeclinable
1765.t2,gripe,gripe,attack,ns
1765.t3,"mēces,",mece,sword,gs
1765.t4,oððe,oððe,or,indeclinable
1765.t5,gāres,gar,spear,gs
1765.t6,"fliht,",fliht,flight,ns
1766.t1,oððe,oððe,or,indeclinable
1766.t2,atol,atol,horrible,nsf
1766.t3,yldo;,yldo,old age,ns
1766.t4,oððe,oððe,or,indeclinable
1766.t5,ēagena,eage,eye,gp
1766.t6,bearhtm,bearhtm,brightness,ns
1767.t1,forsiteð,forsittan,grow weak,pr3s
1767.t2,ond,ond,and,indeclinable
1767.t3,forsworceð;,forsweorcan,grow dim,pr3s
1767.t4,semninga,semninga,presently,indeclinable
1767.t5,bið,beon,be,pr3s
1768.t1,þæt,þæt,that,indeclinable
1768.t2,"ðec,",þu,you,as
1768.t3,"dryhtguma,",dryht-guma,retainer,ns
1768.t4,dēað,deað,death,ns
1768.t5,oferswȳðeð.,oferswyðan,overcome,pr3s
1769.t1,Swā,swa,thus,indeclinable
1769.t2,ic,ic,I,ns
1769.t3,Hrinġ-Dena,Hring-Dene,Ring-Danes,gp
1769.t4,hund,hund,hundred,apn
1769.t5,missēra,missere,half-year,gp
1770.t1,wēold,wealdan,rule,p1s
1770.t2,under,under,under,indeclinable
1770.t3,wolcnum,wolcen,cloud,dp
1770.t4,ond,ond,and,indeclinable
1770.t5,hig,hie,they,apm
1770.t6,wigge,wig,war,ds
1770.t7,belēac,belucan,protect against,p1s
1771.t1,manigum,monig,many,dpf
1771.t2,mǣgþa,mægþ,people,gp
1771.t3,geond,geond,throughout,indeclinable
1771.t4,þysne,þes,this,asm
1771.t5,"middangeard,",middan-geard,world,as
1772.t1,æscum,æsc,spear,dp
1772.t2,ond,ond,and,indeclinable
1772.t3,"ecgum,",ecg,blade,dp
1772.t4,þæt,þæt,so that,indeclinable
1772.t5,ic,ic,I,ns
1772.t6,mē,ic,I,ds
1772.t7,ǣnigne,ænig,any,asm
