named_entity_urn,ref,token_position
urn:cite2:hmt:place.v1:place57,urn:cts:greekLit:tlg0012.tlg001.perseus-eng4:2.720,216
urn:cite2:hmt:place.v1:place57,urn:cts:greekLit:tlg0012.tlg001.perseus-eng4:2.720,346
urn:cite2:hmt:place.v1:place57,urn:cts:greekLit:tlg0012.tlg001.perseus-eng4:2.720,347
urn:cite2:hmt:place.v1:place333,urn:cts:greekLit:tlg0012.tlg001.perseus-eng4:2.560,82
urn:cite2:hmt:place.v1:place403,urn:cts:greekLit:tlg0012.tlg001.perseus-eng4:2.840,80
urn:cite2:hmt:place.v1:place119,urn:cts:greekLit:tlg0012.tlg001.perseus-eng4:2.840,263
urn:cite2:hmt:place.v1:place119,urn:cts:greekLit:tlg0012.tlg001.perseus-eng4:2.840,264
urn:cite2:hmt:place.v1:place133,urn:cts:greekLit:tlg0012.tlg001.perseus-eng4:2.480,175
urn:cite2:hmt:place.v1:place311,urn:cts:greekLit:tlg0012.tlg001.perseus-eng4:2.480,227
urn:cite2:exploreHomer:place.v1:place78,urn:cts:greekLit:tlg0012.tlg001.perseus-eng4:2.520,142
urn:cite2:exploreHomer:place.v1:place78,urn:cts:greekLit:tlg0012.tlg001.perseus-eng4:2.640,1
urn:cite2:hmt:place.v1:place176,urn:cts:greekLit:tlg0012.tlg001.perseus-eng4:2.560,259
urn:cite2:exploreHomer:place.v1:place79,urn:cts:greekLit:tlg0012.tlg001.perseus-eng4:2.600,322
urn:cite2:exploreHomer:place.v1:place80,urn:cts:greekLit:tlg0012.tlg001.perseus-eng4:2.720,166
urn:cite2:exploreHomer:place.v1:place81,urn:cts:greekLit:tlg0012.tlg001.perseus-eng4:2.520,322
urn:cite2:exploreHomer:place.v1:place82,urn:cts:greekLit:tlg0012.tlg001.perseus-eng4:2.720,271
urn:cite2:hmt:place.v1:place212,urn:cts:greekLit:tlg0012.tlg001.perseus-eng4:2.720,329
urn:cite2:exploreHomer:place.v1:place83,urn:cts:greekLit:tlg0012.tlg001.perseus-eng4:2.840,109
urn:cite2:hmt:place.v1:place29,urn:cts:greekLit:tlg0012.tlg001.perseus-eng4:2.480,162
urn:cite2:hmt:place.v1:place184,urn:cts:greekLit:tlg0012.tlg001.perseus-eng4:2.480,204
urn:cite2:exploreHomer:place.v1:place84,urn:cts:greekLit:tlg0012.tlg001.perseus-eng4:2.480,202
urn:cite2:hmt:place.v1:place140,urn:cts:greekLit:tlg0012.tlg001.perseus-eng4:2.480,216
urn:cite2:hmt:place.v1:place338,urn:cts:greekLit:tlg0012.tlg001.perseus-eng4:2.560,168
urn:cite2:exploreHomer:place.v1:place85,urn:cts:greekLit:tlg0012.tlg001.perseus-eng4:2.840,123
urn:cite2:hmt:place.v1:place65,urn:cts:greekLit:tlg0012.tlg001.perseus-eng4:2.600,171
urn:cite2:exploreHomer:place.v1:place86,urn:cts:greekLit:tlg0012.tlg001.perseus-eng4:2.800,286
urn:cite2:hmt:place.v1:place262,urn:cts:greekLit:tlg0012.tlg001.perseus-eng4:2.840,89
urn:cite2:exploreHomer:place.v1:place87,urn:cts:greekLit:tlg0012.tlg001.perseus-eng4:2.840,134
urn:cite2:hmt:place.v1:place160,urn:cts:greekLit:tlg0012.tlg001.perseus-eng4:2.560,8
urn:cite2:exploreHomer:place.v1:place88,urn:cts:greekLit:tlg0012.tlg001.perseus-eng4:2.600,69
urn:cite2:exploreHomer:place.v1:place89,urn:cts:greekLit:tlg0012.tlg001.perseus-eng4:2.680,147
urn:cite2:hmt:place.v1:place211,urn:cts:greekLit:tlg0012.tlg001.perseus-eng4:2.680,346
urn:cite2:hmt:place.v1:place181,urn:cts:greekLit:tlg0012.tlg001.perseus-eng4:2.480,172
urn:cite2:hmt:place.v1:place149,urn:cts:greekLit:tlg0012.tlg001.perseus-eng4:2.520,13
urn:cite2:hmt:place.v1:place317,urn:cts:greekLit:tlg0012.tlg001.perseus-eng4:2.520,109
urn:cite2:hmt:place.v1:place163,urn:cts:greekLit:tlg0012.tlg001.perseus-eng4:2.560,25
urn:cite2:hmt:place.v1:place352,urn:cts:greekLit:tlg0012.tlg001.perseus-eng4:2.600,81
urn:cite2:hmt:place.v1:place121,urn:cts:greekLit:tlg0012.tlg001.perseus-eng4:2.840,257
urn:cite2:exploreHomer:place.v1:place90,urn:cts:greekLit:tlg0012.tlg001.perseus-eng4:2.680,142
urn:cite2:hmt:place.v1:place252,urn:cts:greekLit:tlg0012.tlg001.perseus-eng4:2.800,252
urn:cite2:exploreHomer:place.v1:place91,urn:cts:greekLit:tlg0012.tlg001.perseus-eng4:2.720,15
urn:cite2:exploreHomer:place.v1:place91,urn:cts:greekLit:tlg0012.tlg001.perseus-eng4:2.720,16
urn:cite2:exploreHomer:place.v1:place91,urn:cts:greekLit:tlg0012.tlg001.perseus-eng4:2.720,17
