ve_ref,value,word_value,lemma,gloss,part_of_speech,tag,case,mood
52.220.t35,εἰ,εἰ,εἰ,"1: als, indien, in geval | of",conjunction,c--------,,
52.220.t36,μή,μή,μή,1: niet,adverb,d--------,,
52.220.t37,ποι,ποι,ποι,3: waarheen?,adverb,d--------,,
52.220.t38,"στρατευσόμενος,",στρατευσόμενος,στρατεύω,1: soldaat zijn; een veldtocht ondernemen,verb,v-sfpmmn-,nominative,participle
52.220.t39,οὔτε,οὔτε,οὔτε,1: noch,conjunction,c--------,,
52.220.t40,ἄλλην,ἄλλην,ἄλλος,1: ander,pronoun,p-s---fa-,accusative,
52.220.t41,ἀποδημίαν,ἀποδημίαν,ἀποδημία,going or being abroad,noun,n-s---fa-,accusative,
52.220.t42,ἐποιήσω,ἐποιήσω,ποιέω,"1: maken, doen, handelen | dichten | doen",verb,v2saim---,,indicative
52.220.t43,πώποτε,πώποτε,πώποτε,ever yet,adverb,d--------,,
52.220.t44,ὥσπερ,ὥσπερ,ὥσπερ,1: zoals,conjunction,c--------,,
52.220.t45,οἱ,οἱ,ὁ,1: ,article,l-p---mn-,nominative,
52.220.t46,ἄλλοι,ἄλλοι,ἄλλος,1: ander,pronoun,p-p---mn-,nominative,
52.220.t47,"ἄνθρωποι,",ἄνθρωποι,ἄνθρωπος,1: mens,noun,n-p---mn-,nominative,
52.220.t48,οὐδ’,οὐδ’,οὐδέ,"1: en niet, zelfs niet, en ook niet",conjunction,c--------,,
52.220.t49,ἐπιθυμία,ἐπιθυμία,ἐπιθυμία,"desire, yearning",noun,n-s---fn-,nominative,
52.220.t50,σε,σε,σύ,"1: jij, u",,p2s---ca-,,
52.220.t51,ἄλλης,ἄλλης,ἄλλος,1: ander,pronoun,p-s---fg-,genitive,
52.220.t52,πόλεως,πόλεως,πόλις,"1: stad, staat",noun,n-s---fg-,genitive,
52.220.t53,οὐδὲ,οὐδὲ,οὐδέ,"1: en niet, zelfs niet, en ook niet",conjunction,c--------,,
52.220.t54,ἄλλων,ἄλλων,ἄλλος,1: ander,pronoun,p-p---mg-,genitive,
52.220.t55,νόμων,νόμων,νόμος,"1: gebruik, wet",noun,n-p---mg-,genitive,
52.220.t56,ἔλαβεν,ἔλαβεν,λαμβάνω,"1: nemen, grijpen | verwerven, verkrijgen",verb,v3saia---,,indicative
52.220.t57,"εἰδέναι,",εἰδέναι,οἶδα,"1: weten, kennen",verb,v--rna---,,infinitive
52.220.t58,ἀλλὰ,ἀλλὰ,ἀλλά,1: maar,,b--------,,
52.220.t59,ἡμεῖς,ἡμεῖς,ἐγώ,1: ik,,p1p---cn-,,
52.220.t60,σοι,σοι,σύ,"1: jij, u",,p2s---cd-,,
52.220.t61,ἱκανοὶ,ἱκανοὶ,ἱκανός,"sufficing, becoming, befitting",adjective,a-p---mn-,nominative,
52.220.t62,ἦμεν,ἦμεν,εἰμί,1: gaan,verb,v1piia---,,indicative
52.220.t63,καὶ,καὶ,καί,"1: en | ook, zelfs",,b--------,,
52.220.t64,ἡ,ἡ,ὁ,1: ,article,l-s---fn-,nominative,
52.220.t65,ἡμετέρα,ἡμετέρα,ἡμέτερος,our (also possessive pronoun),adjective,a-s---fn-,nominative,
52.220.t66,πόλις·,πόλις,πόλις,"1: stad, staat",noun,n-s---fn-,nominative,
52.220.t67,[1],[1],,,,,,
52.220.t68,[2],[2],,,,,,
52.220.t69,[3],[3],,,,,,
52.221.t1,οὕτω,οὕτω,οὕτως,"1: zo, op die wijze",adverb,d--------,,
52.221.t2,σφόδρα,σφόδρα,σφόδρα,"1: hevig, zeer",adverb,d--------,,
52.221.t3,ἡμᾶς,ἡμᾶς,ἐγώ,1: ik,,p1p---ca-,,
52.221.t4,ᾑροῦ,ᾑροῦ,αἱρέω,"1: grijpen, nemen; (ver)krijgen | (ver)kiezen",verb,v2siie---,,indicative
52.221.t5,καὶ,καὶ,καί,"1: en | ook, zelfs",,b--------,,
52.221.t6,ὡμολόγεις,ὡμολόγεις,ὁμολογέω,"agree with, say the same thing as",verb,v2siia---,,indicative
52.221.t7,καθ’,καθ’,κατά,"1: van ... naar beneden; volgend, met ... mee; volgens; ten tijde van | neervallend van; tegen",preposition,r--------,,
52.221.t8,ἡμᾶς,ἡμᾶς,ἐγώ,1: ik,,p1p---ca-,,
52.221.t9,"πολιτεύσεσθαι,",πολιτεύσεσθαι,πολιτεύω,"to be a citizen or freeman, live in a free state",verb,v--fnm---,,infinitive
52.221.t10,τά,τά,ὁ,1: ,article,l-p---na-,accusative,
52.221.t11,τε,τε,τε,1: en,adverb,d--------,,
52.221.t12,ἄλλα,ἄλλα,ἄλλος,1: ander,pronoun,p-p---na-,accusative,
52.221.t13,καὶ,καὶ,καί,"1: en | ook, zelfs",,b--------,,
52.221.t14,παῖδας,παῖδας,παῖς,1: kind | (jonge) slaaf,,n-p---ca-,,
52.221.t15,ἐν,ἐν,ἐν,"1: in, binnenin, temidden van",preposition,r--------,,
52.221.t16,αὐτῇ,αὐτῇ,αὐτός,"1: zelf | (in afhankelijke naamvallen) hem, haar, hen",pronoun,p-s---fd-,dative,
52.221.t17,"ἐποιήσω,",ἐποιήσω,ποιέω,"1: maken, doen, handelen | dichten | doen",verb,v2saim---,,indicative
52.221.t18,ὡς,ὡς,ὡς,"1: zoals, zodra, omdat, opdat, zodat  | dat",conjunction,c--------,,
52.221.t19,ἀρεσκούσης,ἀρεσκούσης,ἀρέσκω,"1: behagen, bevallen, voldoening geven aan | tevreden stellen, verzoenen",verb,v-sppafg-,genitive,participle
52.221.t20,σοι,σοι,σύ,"1: jij, u",,p2s---cd-,,
52.221.t21,τῆς,τῆς,ὁ,1: ,article,l-s---fg-,genitive,
52.221.t22,πόλεως.,πόλεως,πόλις,"1: stad, staat",noun,n-s---fg-,genitive,
52.222.t1,ἔτι,ἔτι,ἔτι,1: nog,adverb,d--------,,
52.222.t2,τοίνυν,τοίνυν,τοίνυν,"1: welnu; en verder, nu echter",adverb,d--------,,
52.222.t3,ἐν,ἐν,ἐν,"1: in, binnenin, temidden van",preposition,r--------,,
52.222.t4,αὐτῇ,αὐτῇ,αὐτός,"1: zelf | (in afhankelijke naamvallen) hem, haar, hen",pronoun,p-s---fd-,dative,
52.222.t5,τῇ,τῇ,ὁ,1: ,article,l-s---fd-,dative,
52.222.t6,δίκῃ,δίκῃ,δίκη,"1: recht | rechtspraak: geding of vonnis | gewoonte, handelswijze",noun,n-s---fd-,dative,
52.222.t7,ἐξῆν,ἐξῆν,ἔξεστι,1: het is geoorloofd | het is mogelijk,verb,v3siia---,,indicative
52.222.t8,σοι,σοι,σύ,"1: jij, u",,p2s---cd-,,
52.222.t9,φυγῆς,φυγῆς,φυγή,flight,noun,n-s---fg-,genitive,
52.222.t10,τιμήσασθαι,τιμήσασθαι,τιμάω,"honour, revere, reverence",verb,v--anm---,,infinitive
52.222.t11,εἰ,εἰ,εἰ,"1: als, indien, in geval | of",conjunction,c--------,,
52.222.t12,"ἐβούλου,",ἐβούλου,βούλομαι,"1: willen, wensen",verb,v2siie---,,indicative
52.222.t13,καὶ,καὶ,καί,"1: en | ook, zelfs",,b--------,,
52.222.t14,ὅπερ,ὅπερ,ὅς,"1: die, dat",pronoun,p-s---na-,accusative,
52.222.t15,νῦν,νῦν,νῦν,1: nu,adverb,d--------,,
52.222.t16,ἀκούσης,ἀκούσης,ἄκων,"javelin, dart",adjective,a-s---fg-,genitive,
52.222.t17,τῆς,τῆς,ὁ,1: ,article,l-s---fg-,genitive,
52.222.t18,πόλεως,πόλεως,πόλις,"1: stad, staat",noun,n-s---fg-,genitive,
52.222.t19,"ἐπιχειρεῖς,",ἐπιχειρεῖς,ἐπιχειρέω,put one`s hand to,verb,v2spia---,,indicative
52.222.t20,τότε,τότε,τότε,"1: dan, toen",adverb,d--------,,
52.222.t21,ἑκούσης,ἑκούσης,ἑκών,váśmi,adjective,a-s---fg-,genitive,
52.222.t22,ποιῆσαι.,ποιῆσαι,ποιέω,"1: maken, doen, handelen | dichten | doen",verb,v--ana---,,infinitive
52.222.t23,[0],[0],,,,,,
52.222.t24,[1],[1],,,,,,
52.223.t1,σὺ,σὺ,σύ,"1: jij, u",,p2s---cn-,,
52.223.t2,δὲ,δὲ,δέ,"1: en, echter (leidt een tegenstelling of een verbinding in, blijft vaak onvertaald)",adverb,d--------,,
52.223.t3,τότε,τότε,τότε,"1: dan, toen",adverb,d--------,,
52.223.t4,μὲν,μὲν,μέν,1: wel...,adverb,d--------,,
52.223.t5,ἐκαλλωπίζου,ἐκαλλωπίζου,καλλωπίζω,beautify the face,verb,v2siie---,,indicative
52.223.t6,ὡς,ὡς,ὡς,"1: zoals, zodra, omdat, opdat, zodat  | dat",conjunction,c--------,,
52.223.t7,οὐκ,οὐκ,οὐ,1: niet,adverb,d--------,,
52.223.t8,ἀγανακτῶν,ἀγανακτῶν,ἀγανακτέω,feel a violent irritation,verb,v-sppamn-,nominative,participle
52.223.t9,εἰ,εἰ,εἰ,"1: als, indien, in geval | of",conjunction,c--------,,
52.223.t10,δέοι,δέοι,δέω,1: ,verb,v3spoa---,,optative
52.223.t11,τεθνάναι,τεθνάναι,θνῄσκω,1: sterven,verb,v--rna---,,infinitive
52.223.t12,"σε,",σε,σύ,"1: jij, u",,p2s---ca-,,
52.223.t13,ἀλλὰ,ἀλλὰ,ἀλλά,1: maar,,b--------,,
52.223.t14,"ᾑροῦ,",ᾑροῦ,αἱρέω,"1: grijpen, nemen; (ver)krijgen | (ver)kiezen",verb,v2siie---,,indicative
52.223.t15,ὡς,ὡς,ὡς,"1: zoals, zodra, omdat, opdat, zodat  | dat",conjunction,c--------,,
52.223.t16,"ἔφησθα,",ἔφησθα,φημί,1: beweren,verb,v2siia---,,indicative
52.223.t17,πρὸ,πρὸ,πρό,"1: vóór (tijd, plaats) | in het belang van",preposition,r--------,,
52.223.t18,τῆς,τῆς,ὁ,1: ,article,l-s---fg-,genitive,
52.223.t19,φυγῆς,φυγῆς,φυγή,flight,noun,n-s---fg-,genitive,
52.223.t20,θάνατον·,θάνατον,θάνατος,1: dood,noun,n-s---ma-,accusative,
52.224.t1,νῦν,νῦν,νῦν,1: nu,adverb,d--------,,
52.224.t2,δὲ,δὲ,δέ,"1: en, echter (leidt een tegenstelling of een verbinding in, blijft vaak onvertaald)",adverb,d--------,,
52.224.t3,οὔτ’,οὔτ’,οὔτε,1: noch,conjunction,c--------,,
52.224.t4,ἐκείνους,ἐκείνους,ἐκεῖνος,"1: die, dat",pronoun,p-p---ma-,accusative,
52.224.t5,τοὺς,τοὺς,ὁ,1: ,article,l-p---ma-,accusative,
52.224.t6,λόγους,λόγους,λόγος,"1: rede, woord, mededeling",noun,n-p---ma-,accusative,
52.224.t7,"αἰσχύνῃ,",αἰσχύνῃ,αἰσχύνω,"make ugly, disfigure",verb,v2spie---,,indicative
52.224.t8,οὔτε,οὔτε,οὔτε,1: noch,conjunction,c--------,,
52.224.t9,ἡμῶν,ἡμῶν,ἐγώ,1: ik,,p1p---cg-,,
52.224.t10,τῶν,τῶν,ὁ,1: ,article,l-p---mg-,genitive,
52.224.t11,νόμων,νόμων,νόμος,"1: gebruik, wet",noun,n-p---mg-,genitive,
52.224.t12,"ἐντρέπῃ,",ἐντρέπῃ,ἐντρέπω,turn about,verb,v2spie---,,indicative
52.224.t13,ἐπιχειρῶν,ἐπιχειρῶν,ἐπιχειρέω,put one`s hand to,verb,v-sppamn-,nominative,participle
52.224.t14,"διαφθεῖραι,",διαφθεῖραι,διαφθείρω,"1: verwoesten, vernietigen | corrumperen",verb,v--ana---,,infinitive
52.224.t15,πράττεις,πράττεις,πράσσω,,verb,v2spia---,,indicative
52.224.t16,τε,τε,τε,1: en,conjunction,c--------,,
52.224.t17,ἅπερ,ἅπερ,ὅσπερ,"the very man who, the very thing which",pronoun,p-p---na-,accusative,
52.224.t18,ἂν,ἂν,ἄν,1: ,adverb,d--------,,
52.224.t19,δοῦλος,δοῦλος,δοῦλος,"1: slaaf, slavin, onderdaan",noun,n-s---mn-,nominative,
52.224.t20,ὁ,ὁ,ὁ,1: ,article,l-s---mn-,nominative,
52.224.t21,φαυλότατος,φαυλότατος,φαῦλος,"1: waardeloos, simpel | gemeen, ordinair, slecht",adjective,a-s---mns,nominative,
52.224.t22,"πράξειεν,",πράξειεν,πράσσω,,verb,v3saoa---,,optative
52.224.t23,ἀποδιδράσκειν,ἀποδιδράσκειν,ἀποδιδράσκω,"run away, escape or flee from",verb,v--pna---,,infinitive
52.224.t24,ἐπιχειρῶν,ἐπιχειρῶν,ἐπιχειρέω,put one`s hand to,verb,v-sppamn-,nominative,participle
52.224.t25,παρὰ,παρὰ,παρά,"1: van de kant van | bij, naast | naar, tot; naast; tegen",preposition,r--------,,
52.224.t26,τὰς,τὰς,ὁ,1: ,article,l-p---fa-,accusative,
52.224.t27,συνθήκας,συνθήκας,συνθήκη,compounding,noun,n-p---fa-,accusative,
52.224.t28,τε,τε,τε,1: en,conjunction,c--------,,
52.224.t29,καὶ,καὶ,καί,"1: en | ook, zelfs",,b--------,,
52.224.t30,τὰς,τὰς,ὁ,1: ,article,l-p---fa-,accusative,
52.224.t31,ὁμολογίας,ὁμολογίας,ὁμολογία,agreement,noun,n-p---fa-,accusative,
52.224.t32,καθ’,καθ’,κατά,"1: van ... naar beneden; volgend, met ... mee; volgens; ten tijde van | neervallend van; tegen",preposition,r--------,,
52.224.t33,ἃς,ἃς,ὅς,"1: die, dat",pronoun,p-p---fa-,accusative,
52.224.t34,ἡμῖν,ἡμῖν,ἐγώ,1: ik,,p1p---cd-,,
52.224.t35,συνέθου,συνέθου,συντίθημι,place or put together,verb,v2saim---,,indicative
52.224.t36,πολιτεύεσθαι.,πολιτεύεσθαι,πολιτεύω,"to be a citizen or freeman, live in a free state",verb,v--pne---,,infinitive
52.225.t1,πρῶτον,πρῶτον,πρῶτος,1: eerste,adverb,d--------,,
52.225.t2,μὲν,μὲν,μέν,1: wel...,adverb,d--------,,
52.225.t3,οὖν,οὖν,οὖν,1: dus,adverb,d--------,,
52.225.t4,ἡμῖν,ἡμῖν,ἐγώ,1: ik,,p1p---cd-,,
52.225.t5,τοῦτ’,τοῦτ’,οὗτος,1: die (daar),pronoun,p-s---na-,accusative,
52.225.t6,αὐτὸ,αὐτὸ,αὐτός,"1: zelf | (in afhankelijke naamvallen) hem, haar, hen",pronoun,p-s---na-,accusative,
52.225.t7,"ἀπόκριναι,",ἀπόκριναι,ἀποκρίνω,1: afzonderen | antwoorden | zich verantwoorden,verb,v2samm---,,imperative
52.225.t8,εἰ,εἰ,εἰ,"1: als, indien, in geval | of",conjunction,c--------,,
52.225.t9,ἀληθῆ,ἀληθῆ,ἀληθής,"1: waar, echt",adjective,a-p---na-,accusative,
52.225.t10,λέγομεν,λέγομεν,λέγω,"1: spreken, zeggen | verzamelen",verb,v1ppia---,,indicative
52.225.t11,φάσκοντές,φάσκοντές,φάσκω,"say, affirm, assert",verb,v-pppamn-,nominative,participle
52.225.t12,σε,σε,σύ,"1: jij, u",,p2s---ca-,,
52.225.t13,ὡμολογηκέναι,ὡμολογηκέναι,ὁμολογέω,"agree with, say the same thing as",verb,v--rna---,,infinitive
52.225.t14,πολιτεύσεσθαι,πολιτεύσεσθαι,πολιτεύω,"to be a citizen or freeman, live in a free state",verb,v--fnm---,,infinitive
52.225.t15,καθ’,καθ’,κατά,"1: van ... naar beneden; volgend, met ... mee; volgens; ten tijde van | neervallend van; tegen",preposition,r--------,,
52.225.t16,ἡμᾶς,ἡμᾶς,ἐγώ,1: ik,,p1p---ca-,,
52.225.t17,ἔργῳ,ἔργῳ,ἔργον,"1: werk, bezigheid, taak",noun,n-s---nd-,dative,
52.225.t18,ἀλλ’,ἀλλ’,ἀλλά,1: maar,,b--------,,
52.225.t19,οὐ,οὐ,οὐ,1: niet,adverb,d--------,,
52.225.t20,"λόγῳ,",λόγῳ,λόγος,"1: rede, woord, mededeling",noun,n-s---md-,dative,
52.225.t21,ἢ,ἢ,ἤ,1: zeker | werkelijk (partikel in een directe vraag),conjunction,c--------,,
52.225.t22,οὐκ,οὐκ,οὐ,1: niet,adverb,d--------,,
52.225.t23,ἀληθῆ.,ἀληθῆ,ἀληθής,"1: waar, echt",adjective,a-p---na-,accusative,
52.226.t1,τί,τί,τίς,"1: wie?, welke?",pronoun,p-s---na-,accusative,
52.226.t2,φῶμεν,φῶμεν,φημί,1: beweren,verb,v1ppsa---,,subjunctive
52.226.t3,πρὸς,πρὸς,πρός,"1: vanwege, van de kant van | bij | naar, tegen; met betrekking tot",preposition,r--------,,
52.226.t4,"ταῦτα,",ταῦτα,οὗτος,1: die (daar),pronoun,p-p---na-,accusative,
52.226.t5,ὦ,ὦ,ὦ,1: (blijft onvertaald),interjection,i--------,,
52.226.t6,Κρίτων;,Κρίτων,Κρίτων,,noun,n-s---mv-,vocative,
52.227.t1,ἄλλο,ἄλλο,ἄλλος,1: ander,,p-s---nap,,
52.227.t2,τι,τι,τις,"1: wie?, welke?",pronoun,p-s---na-,accusative,
52.227.t3,ἢ,ἢ,ἤ,1: zeker | werkelijk (partikel in een directe vraag),conjunction,c--------,,
52.227.t4,ὁμολογῶμεν;,ὁμολογῶμεν,ὁμολογέω,"agree with, say the same thing as",verb,v1ppsa---,,subjunctive
52.227.t5,[0],[0],,,,,,
52.228.t1,"ἀνάγκη,",ἀνάγκη,ἀνάγκη,"force, constraint, necessity",noun,n-s---fn-,nominative,
52.228.t2,ὦ,ὦ,ὦ,1: (blijft onvertaald),interjection,i--------,,
52.228.t3,Σώκρατες.,Σώκρατες,Σωκράτης,,noun,n-s---mv-,vocative,
52.228.t4,[0],[0],,,,,,
52.229.t1,ἄλλο,ἄλλο,ἄλλος,1: ander,,p-s---nap,,
52.229.t2,τι,τι,τις,"1: wie?, welke?",pronoun,p-s---na-,accusative,
52.229.t3,"οὖν,",οὖν,οὖν,1: dus,adverb,d--------,,
52.229.t4,ἂν,ἂν,ἄν,1: ,adverb,d--------,,
52.229.t5,"φαῖεν,",φαῖεν,φημί,1: beweren,verb,v3ppoa---,,optative
52.229.t6,ἢ,ἢ,ἤ,1: zeker | werkelijk (partikel in een directe vraag),conjunction,c--------,,
52.229.t7,συνθήκας,συνθήκας,συνθήκη,compounding,noun,n-p---fa-,accusative,
52.229.t8,τὰς,τὰς,ὁ,1: ,article,l-p---fa-,accusative,
52.229.t9,πρὸς,πρὸς,πρός,"1: vanwege, van de kant van | bij | naar, tegen; met betrekking tot",preposition,r--------,,
52.229.t10,ἡμᾶς,ἡμᾶς,ἐγώ,1: ik,,p1p---ca-,,
52.229.t11,αὐτοὺς,αὐτοὺς,αὐτός,"1: zelf | (in afhankelijke naamvallen) hem, haar, hen",pronoun,p-p---ma-,accusative,
52.229.t12,καὶ,καὶ,καί,"1: en | ook, zelfs",,b--------,,
52.229.t13,ὁμολογίας,ὁμολογίας,ὁμολογία,agreement,noun,n-p---fa-,accusative,
52.229.t14,"παραβαίνεις,",παραβαίνεις,παραβαίνω,go by the side of,verb,v2spia---,,indicative
52.229.t15,οὐχ,οὐχ,οὐ,1: niet,adverb,d--------,,
52.229.t16,ὑπὸ,ὑπὸ,ὑπό,"1: onder; onder invloed van, door toedoen van | onder, in de macht van | tot onder",preposition,r--------,,
52.229.t17,ἀνάγκης,ἀνάγκης,ἀνάγκη,"force, constraint, necessity",noun,n-s---fg-,genitive,
52.229.t18,ὁμολογήσας,ὁμολογήσας,ὁμολογέω,"agree with, say the same thing as",verb,v-sapamn-,nominative,participle
52.229.t19,οὐδὲ,οὐδὲ,οὐδέ,"1: en niet, zelfs niet, en ook niet",conjunction,c--------,,
52.229.t20,ἀπατηθεὶς,ἀπατηθεὶς,ἀπατάω,"cheat, deceive",verb,v-sappmn-,nominative,participle
52.229.t21,οὐδὲ,οὐδὲ,οὐδέ,"1: en niet, zelfs niet, en ook niet",conjunction,c--------,,
52.229.t22,ἐν,ἐν,ἐν,"1: in, binnenin, temidden van",preposition,r--------,,
52.229.t23,ὀλίγῳ,ὀλίγῳ,ὀλίγος,"1: klein, gering",adjective,a-s---md-,dative,
52.229.t24,χρόνῳ,χρόνῳ,χρόνος,1: tijd,noun,n-s---md-,dative,
52.229.t25,ἀναγκασθεὶς,ἀναγκασθεὶς,ἀναγκάζω,"force, compel",verb,v-sappmn-,nominative,participle
52.229.t26,"βουλεύσασθαι,",βουλεύσασθαι,βουλεύω,"take counsel, deliberate",verb,v--anm---,,infinitive
52.229.t27,ἀλλ’,ἀλλ’,ἀλλά,1: maar,,b--------,,
52.229.t28,ἐν,ἐν,ἐν,"1: in, binnenin, temidden van",preposition,r--------,,
52.229.t29,ἔτεσιν,ἔτεσιν,ἔτος,1: jaar,noun,n-p---nd-,dative,
52.229.t30,"ἑβδομήκοντα,",ἑβδομήκοντα,ἑβδομήκοντα,seventy,numeral,m--------,,
52.229.t31,ἐν,ἐν,ἐν,"1: in, binnenin, temidden van",preposition,r--------,,
52.229.t32,οἷς,οἷς,ὅς,"1: die, dat",pronoun,p-p---nd-,dative,
52.229.t33,ἐξῆν,ἐξῆν,ἔξεστι,1: het is geoorloofd | het is mogelijk,verb,v3siia---,,indicative
52.229.t34,σοι,σοι,σύ,"1: jij, u",,p2s---cd-,,
52.229.t35,"ἀπιέναι,",ἀπιέναι,ἀπέρχομαι,"1: weggaan, vertrekken",verb,v--pna---,,infinitive
52.229.t36,εἰ,εἰ,εἰ,"1: als, indien, in geval | of",conjunction,c--------,,
52.229.t37,μὴ,μὴ,μή,1: niet,adverb,d--------,,
52.229.t38,ἠρέσκομεν,ἠρέσκομεν,ἀρέσκω,"1: behagen, bevallen, voldoening geven aan | tevreden stellen, verzoenen",verb,v1piia---,,indicative
52.229.t39,ἡμεῖς,ἡμεῖς,ἐγώ,1: ik,,p1p---cn-,,
52.229.t40,μηδὲ,μηδὲ,μηδέ,"1: en niet, ook niet, zelfs niet",conjunction,c--------,,
52.229.t41,δίκαιαι,δίκαιαι,δίκαιος,1: rechtvaardig,adjective,a-p---fn-,nominative,
52.229.t42,ἐφαίνοντό,ἐφαίνοντό,φαίνω,"1: laten zien, tonen | schijnen",verb,v3piie---,,indicative
52.229.t43,σοι,σοι,σύ,"1: jij, u",,p2s---cd-,,
52.229.t44,αἱ,αἱ,ὁ,1: ,article,l-p---fn-,nominative,
52.229.t45,ὁμολογίαι,ὁμολογίαι,ὁμολογία,agreement,noun,n-p---fn-,nominative,
52.229.t46,εἶναι.,εἶναι,εἰμί,1: gaan,verb,v--pna---,,infinitive
52.229.t47,[0],[0],,,,,,
