43a.1.	2	0
43a.1.	3	1
43a.1.	4	2
43a.1.	4	3
43a.1.	5	4
43a.1.	6	5
43a.1.	6	6
43a.2.	1	7
43a.2.	2	8
43a.2.	3	9
43a.2.	4	10
43a.2.	5	11
43a.2.	5	12
43a.3.	2	13
43a.3.	3	14
43a.3.	4	15
43a.3.	4	16
43a.4.	2	18
43a.4.	3	19
43a.4.	3	20
43a.5.	2	22
43a.5.	3	23
43a.5.	3	24
43a.6.	2	26
43a.6.	3	27
43a.6.	4	28
43a.6.	5	29
43a.6.	6	30
43a.6.	7	31
43a.6.	8	32
43a.6.	9	33
43a.6.	10	34
43a.6.	10	35
43a.7.	2	36
43a.7.	3	37
43a.7.	4	38
43a.7.	5	39
43a.7.	5	40
43a.7.	6	41
43a.7.	7	42
43a.7.	7	43
43a.7.	8	44
43a.7.	9	45
43a.7.	10	46
43a.7.	11	47
43a.7.	12	48
43a.7.	12	49
43a.7.	13	50
43a.7.	14	51
43a.7.	15	52
43a.7.	16	53
43a.7.	17	54
43a.7.	18	55
43a.7.	18	56
43a.8.	2	57
43a.8.	3	58
43a.8.	4	59
43a.8.	5	60
43a.8.	6	61
43a.8.	6	62
43b.1.	2	64
43b.1.	3	65
43b.1.	3	66
43b.2.	2	68
43b.2.	3	69
43b.2.	4	70
43b.2.	5	71
43b.2.	6	72
43b.2.	7	73
43b.2.	7	74
43b.2.	8	75
43b.2.	9	76
43b.2.	10	77
43b.2.	10	78
43b.3.	2	79
43b.3.	3	80
43b.3.	4	81
43b.3.	5	82
43b.3.	5	83
43b.3.	6	84
43b.3.	7	85
43b.3.	7	86
43b.3.	8	87
43b.3.	9	88
43b.3.	10	89
43b.3.	11	90
43b.3.	12	91
43b.3.	13	92
43b.3.	14	93
43b.3.	15	94
43b.3.	16	95
43b.3.	17	96
43b.3.	18	97
43b.3.	18	98
43b.3.	19	99
43b.3.	20	100
43b.3.	21	101
43b.3.	22	102
43b.3.	23	103
43b.3.	24	104
43b.3.	25	105
43b.3.	26	106
43b.3.	27	107
43b.3.	27	108
43b.4.	1	109
43b.4.	2	110
43b.4.	3	111
43b.4.	4	112
43b.4.	5	113
43b.4.	6	114
43b.4.	7	115
43b.4.	8	116
43b.4.	9	117
43b.4.	9	118
43b.5.	1	119
43b.5.	2	120
43b.5.	3	121
43b.5.	4	122
43b.5.	5	123
43b.5.	6	124
43b.5.	7	125
43b.5.	8	126
43b.5.	9	127
43b.5.	10	128
43b.5.	11	129
43b.5.	12	130
43b.5.	13	131
43b.5.	14	132
43b.5.	14	133
43b.5.	15	134
43b.5.	16	135
43b.5.	17	136
43b.5.	18	137
43b.5.	19	138
43b.5.	20	139
43b.5.	21	140
43b.5.	22	141
43b.5.	22	142
43b.5.	23	143
43b.5.	24	144
43b.5.	25	145
43b.5.	26	146
43b.5.	27	147
43b.5.	28	148
43b.5.	28	149
43c.1.	2	151
43c.1.	3	152
43c.1.	4	153
43c.1.	4	154
43c.1.	5	155
43c.1.	6	156
43c.1.	6	157
43c.1.	7	158
43c.1.	8	159
43c.1.	9	160
43c.1.	10	161
43c.1.	11	162
43c.1.	12	163
43c.1.	13	164
43c.1.	14	165
43c.1.	15	166
43c.1.	15	167
43c.2.	2	168
43c.2.	3	169
43c.2.	3	170
43c.2.	4	171
43c.2.	5	172
43c.2.	5	173
43c.2.	6	174
43c.2.	7	175
43c.2.	8	176
43c.2.	9	177
43c.2.	10	178
43c.2.	10	179
43c.2.	11	180
43c.2.	12	181
43c.2.	13	182
43c.2.	14	183
43c.2.	15	184
43c.2.	16	185
43c.2.	17	186
43c.2.	18	187
43c.2.	19	188
43c.2.	20	189
43c.2.	21	190
43c.2.	22	191
43c.2.	23	192
43c.2.	23	193
43c.3.	2	194
43c.3.	3	195
43c.3.	3	196
43c.4.	1	197
43c.4.	2	198
43c.4.	3	199
43c.4.	4	200
43c.4.	5	201
43c.4.	6	202
43c.4.	6	203
43c.5.	2	204
43c.5.	2	205
43c.5.	3	206
43c.5.	4	207
43c.5.	4	208
43c.5.	5	209
43c.5.	6	210
43c.5.	6	211
43c.5.	7	212
43c.5.	8	213
43c.5.	8	214
43c.5.	9	215
43c.5.	10	216
43c.5.	11	217
43c.5.	11	218
43c.5.	12	219
43c.5.	13	220
43c.5.	14	221
43c.5.	15	222
43c.5.	16	223
43c.5.	17	224
43c.5.	18	225
43c.5.	19	226
43c.5.	20	227
43c.5.	21	228
43c.5.	22	229
43c.5.	22	230
43c.5.	23	231
43c.5.	24	232
43c.5.	24	233
43c.5.	25	234
43c.5.	26	235
43c.5.	27	236
43c.5.	27	237
43c.5.	28	238
43c.5.	29	239
43c.5.	30	240
43c.5.	31	241
43c.5.	32	242
43c.5.	32	243
43c.6.	2	245
43c.6.	3	246
43c.6.	3	247
43d.1.	1	249
43d.1.	2	250
43d.1.	3	251
43d.1.	4	252
43d.1.	5	253
43d.1.	6	254
43d.1.	6	255
43d.1.	7	256
43d.1.	8	257
43d.1.	9	258
43d.1.	10	259
43d.1.	11	260
43d.1.	11	261
43d.2.	2	262
43d.2.	3	263
43d.2.	4	264
43d.2.	4	265
43d.2.	5	266
43d.2.	6	267
43d.2.	7	268
43d.2.	8	269
43d.2.	9	270
43d.2.	10	271
43d.2.	11	272
43d.2.	12	273
43d.2.	13	274
43d.2.	14	275
43d.2.	15	276
43d.2.	16	277
43d.2.	17	278
43d.2.	18	279
43d.2.	19	280
43d.2.	20	281
43d.2.	21	282
43d.2.	21	283
43d.3.	1	285
43d.3.	2	286
43d.3.	3	287
43d.3.	4	288
43d.3.	5	289
43d.3.	6	290
43d.3.	7	291
43d.3.	8	292
43d.3.	9	293
43d.3.	9	294
43d.3.	10	295
43d.3.	11	296
43d.3.	12	297
43d.3.	13	298
43d.3.	14	299
43d.3.	15	300
43d.3.	15	301
43d.3.	16	302
43d.3.	17	303
43d.3.	17	304
43d.3.	18	305
43d.3.	19	306
43d.3.	20	307
43d.3.	21	308
43d.3.	21	309
43d.4.	2	311
43d.4.	2	312
43d.4.	3	313
43d.4.	4	314
43d.4.	4	315
43d.4.	5	316
43d.4.	6	317
43d.4.	6	318
43d.4.	7	319
43d.4.	8	320
43d.4.	9	321
43d.4.	10	322
43d.4.	11	323
43d.4.	11	324
43d.4.	12	325
43d.4.	13	326
43d.4.	13	327
43d.5.	1	330
43d.5.	2	331
43d.5.	3	332
43d.5.	4	333
43d.5.	5	334
43d.5.	6	335
43d.5.	6	336
44a.1.	2	337
44a.1.	3	338
44a.1.	4	339
44a.1.	4	340
44a.2.	2	341
44a.2.	3	342
44a.2.	4	343
44a.2.	4	344
44a.3.	1	345
44a.3.	2	346
44a.3.	3	347
44a.3.	4	348
44a.3.	5	349
44a.3.	6	350
44a.3.	7	351
44a.3.	8	352
44a.3.	9	353
44a.3.	10	354
44a.3.	11	355
44a.3.	12	356
44a.3.	13	357
44a.3.	13	358
44a.4.	2	360
44a.4.	3	361
44a.4.	4	362
44a.4.	5	363
44a.4.	6	364
44a.4.	7	365
44a.4.	8	366
44a.4.	8	367
44a.5.	2	368
44a.5.	3	369
44a.5.	4	370
44a.5.	5	371
44a.5.	6	372
44a.5.	7	373
44a.5.	8	374
44a.5.	9	375
44a.5.	10	376
44a.5.	11	377
44a.5.	12	378
44a.5.	12	379
44a.6.	1	380
44a.6.	2	381
44a.6.	3	382
44a.6.	4	383
44a.6.	5	384
44a.6.	6	385
44a.6.	7	386
